SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
2,0,IT,63076,IT,31030,2023-01-16 09:30:55.85,2.78,2.08,0.03,331.83,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,21047,2023-01-16 09:30:55.85,31.42,27.97,0.3,486.16,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,40053,2023-01-16 09:30:55.85,66.0,60.25,0.58,283.42,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,46100,2023-01-16 09:30:55.85,1.58,1.28,0.02,348.76,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,70044,2023-01-16 09:30:55.85,66.28,59.04,0.62,352.76,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,66051,2023-01-16 09:30:55.85,35.16,31.87,0.31,117.05,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,31011,2023-01-16 09:30:55.85,13.78,12.64,0.11,355.28,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,20851,2023-01-16 09:30:55.85,255.38,230.54,2.36,472.72,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,183,2023-01-16 09:30:55.85,13.18,11.99,0.12,159.03,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,86100,2023-01-16 09:30:55.85,31.3,27.77,0.3,166.04,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,1019,2023-01-16 09:30:55.85,5.4,3.61,0.06,160.27,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,70121,2023-01-16 09:30:55.85,11.8,10.6,0.09,321.49,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,38035,2023-01-16 09:30:55.85,28.58,25.79,0.26,421.49,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,46100,2023-01-16 09:30:55.85,7.02,5.88,0.07,348.76,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,4100,2023-01-16 09:30:55.85,36.8,33.35,0.32,179.42,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,46100,2023-01-16 09:30:55.85,78.56,72.25,0.58,348.76,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,27050,2023-01-16 09:30:55.85,32.12,29.06,0.3,456.69,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,39100,2023-01-16 09:30:55.85,57.92,51.6,0.54,443.63,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,39100,2023-01-16 09:30:55.85,12.78,11.06,0.12,443.63,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,15033,2023-01-16 09:30:55.85,19.98,18.24,0.18,496.16,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,47521,2023-01-16 09:30:55.85,68.96,62.87,0.62,186.95,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,23900,2023-01-16 09:30:55.85,36.3,32.54,0.32,480.83,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,25020,2023-01-16 09:30:55.85,3.0,2.05,0.04,407.91,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,183,2023-01-16 09:30:55.85,8.42,7.55,0.04,159.03,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,33170,2023-01-16 09:30:55.85,6.48,5.59,0.12,351.83,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,22100,2023-01-16 09:30:55.85,33.72,29.68,0.4,496.03,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,12042,2023-01-16 09:30:55.85,1.64,1.09,0.02,519.0,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,70121,2023-01-16 09:30:55.85,6.92,6.17,0.05,321.49,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,76123,2023-01-16 09:30:55.85,28.3,25.48,0.27,276.83,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,10099,2023-01-16 09:30:55.85,289.26,263.04,2.53,542.93,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,6073,2023-01-16 09:30:55.85,11.48,10.41,0.07,127.97,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,30022,2023-01-16 09:30:55.85,33.74,30.22,0.32,322.32,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,46100,2023-01-16 09:30:55.85,26.92,23.33,0.2,348.76,2023-01-17 00:00:14,15,0
2,0,IT,63076,IT,76011,2023-01-16 09:30:55.85,2.2,1.62,0.04,289.06,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,39012,2023-01-16 09:30:55.85,17.04,14.36,0.17,467.04,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,38086,2023-01-16 09:30:55.85,12.6,11.65,0.08,435.02,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,22100,2023-01-16 09:30:55.85,26.56,23.78,0.16,496.03,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,15033,2023-01-16 09:30:55.85,6.78,5.83,0.06,496.16,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,1019,2023-01-16 09:30:55.85,2.94,2.39,0.04,160.27,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,36060,2023-01-16 09:30:55.85,24.38,21.43,0.24,359.77,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,71121,2023-01-16 09:30:55.85,29.0,26.62,0.23,215.1,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,10122,2023-01-16 09:30:55.85,87.68,78.7,0.89,548.01,2023-01-19 00:00:14,63,0
2,0,IT,63076,IT,24061,2023-01-16 09:30:55.85,24.8,22.4,0.22,447.16,2023-01-18 00:00:14,39,0
2,0,IT,63076,IT,1019,2023-01-16 09:30:55.85,14.32,13.22,0.11,160.27,2023-01-18 00:00:14,39,0
0,0,IT,63076,IT,80014,2023-01-16 00:00:14,0.78,0.0,0.01,223.85,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,138,2023-01-16 00:00:14,0.99,0.0,0.01,148.04,2023-01-19 11:41:39,83,0
0,0,IT,63076,IT,88841,2023-01-16 00:00:14,0.84,0.0,0.01,519.08,2023-01-20 12:01:53,108,0
3,0,IT,80131,IT,63076,2023-01-16 00:00:14,0.7,0.7,0.0,230.88,2023-01-20 00:00:14,96,0
3,0,IT,38015,IT,63076,2023-01-16 00:00:14,1.4,1.4,0.0,418.11,2023-01-18 00:00:14,48,0
3,0,IT,2100,IT,63076,2023-01-16 00:00:14,0.6,0.6,0.0,98.51,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,9122,2023-01-16 00:00:14,1.08,0.0,0.01,569.69,2023-01-18 00:00:14,48,0
0,0,IT,63076,IT,33055,2023-01-16 00:00:14,1.33,0.0,0.01,327.47,2023-01-19 11:20:14,83,0
0,0,IT,63076,IT,80078,2023-01-16 00:00:14,1.35,0.0,0.01,234.89,2023-01-20 00:00:14,96,0
0,1,IT,63076,US,60035,2023-01-16 00:00:14,1.06,0.0,0.01,7745.09,2023-01-19 00:00:14,72,0
0,1,IT,63076,US,48105,2023-01-16 00:00:14,1.17,0.0,0.01,7475.41,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,3023,2023-01-16 00:00:14,2.31,0.0,0.01,155.63,2023-01-17 12:30:33,36,0
0,0,IT,20090,IT,39040,2023-01-16 00:00:14,1.75,0.0,0.01,228.01,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,18016,2023-01-16 00:00:14,1.3,0.0,0.01,476.4,2023-01-19 12:56:14,84,0
0,0,IT,63076,IT,81031,2023-01-16 00:00:14,1.21,0.0,0.01,219.59,2023-01-23 13:32:48,181,0
0,0,IT,20090,IT,20129,2023-01-16 00:00:14,1.45,0.0,0.01,9.41,2023-01-17 11:18:12,35,0
0,1,IT,63076,US,34990,2023-01-16 00:00:14,1.17,0.0,0.01,8305.35,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,36071,2023-01-16 00:00:14,0.65,0.0,0.01,351.26,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,9017,2023-01-16 00:00:14,1.21,0.0,0.01,622.76,2023-01-20 00:00:14,96,0
0,0,IT,20090,IT,80078,2023-01-16 00:00:14,2.15,0.0,0.01,653.89,2023-01-18 00:00:14,48,0
0,1,IT,50123,IT,96100,2023-01-16 00:00:14,2.0,0.0,0.04,819.8,2023-01-18 13:03:14,61,0
0,1,IT,63076,IT,48121,2023-01-16 00:00:14,1.08,0.0,0.01,211.59,2023-01-17 14:21:14,38,0
0,1,IT,63076,IT,89128,2023-01-16 00:00:14,1.12,0.0,0.01,558.36,2023-01-18 12:55:07,60,0
0,0,IT,63076,IT,40013,2023-01-16 00:00:14,0.81,0.0,0.01,270.84,2023-01-19 12:35:09,84,0
0,0,IT,63076,IT,52011,2023-01-16 00:00:14,0.65,0.0,0.01,184.84,2023-01-20 00:00:14,96,0
0,1,IT,63076,IT,74015,2023-01-16 00:00:14,1.21,0.0,0.01,381.4,2023-01-19 12:32:14,84,0
0,0,IT,63076,IT,89133,2023-01-16 00:00:14,1.45,0.0,0.01,560.12,2023-01-20 13:53:15,109,0
0,0,IT,80121,IT,31100,2023-01-16 00:00:14,1.0,0.0,0.01,561.57,2023-01-17 00:00:14,24,0
0,1,IT,63076,IT,98055,2023-01-16 00:00:14,1.37,0.0,0.01,498.81,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,30020,2023-01-16 00:00:14,1.35,0.0,0.01,318.67,2023-01-19 00:00:14,72,0
0,0,IT,20090,IT,9047,2023-01-16 00:00:14,1.7,0.0,0.01,686.47,2023-01-19 00:00:14,72,0
3,0,IT,33100,IT,63076,2023-01-16 00:00:14,0.22,0.22,0.0,353.17,2023-01-23 00:00:14,168,0
3,0,IT,84018,IT,63076,2023-01-16 00:00:14,0.45,0.45,0.0,248.58,2023-01-19 00:00:14,72,0
2,0,IT,63811,IT,198,2023-01-16 00:00:14,3.14,2.64,0.03,176.11,2023-01-18 00:00:14,48,0
0,1,IT,63076,IT,184,2023-01-16 00:00:14,1.34,0.0,0.01,158.78,2023-01-17 13:21:35,37,0
0,0,IT,63076,IT,16121,2023-01-16 00:00:14,1.06,0.0,0.01,427.24,2023-01-19 11:26:14,83,0
3,0,IT,39031,IT,63076,2023-01-16 00:00:14,0.45,0.45,0.0,456.58,2023-01-20 00:00:14,96,0
3,0,IT,81036,IT,63076,2023-01-16 00:00:14,1.29,1.29,0.0,215.14,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,20123,2023-01-16 00:00:14,0.64,0.0,0.01,467.01,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,187,2023-01-16 00:00:14,1.34,0.0,0.01,158.28,2023-01-19 11:06:50,83,0
0,0,IT,63076,IT,159,2023-01-16 00:00:14,1.01,0.0,0.01,154.65,2023-01-19 11:45:59,83,0
0,0,IT,63076,IT,71042,2023-01-16 00:00:14,0.65,0.0,0.01,250.83,2023-01-20 00:00:14,96,0
3,0,IT,25040,IT,63076,2023-01-16 00:00:14,0.75,0.75,0.0,429.71,2023-01-18 00:00:14,48,0
0,0,IT,63076,IT,4100,2023-01-16 00:00:14,1.21,0.0,0.01,179.42,2023-01-19 12:45:56,84,0
0,0,IT,63076,IT,80018,2023-01-16 00:00:14,0.97,0.0,0.01,225.83,2023-01-20 13:02:35,109,0
0,0,IT,63076,IT,80126,2023-01-16 00:00:14,1.05,0.0,0.01,231.85,2023-01-20 00:00:14,96,0
0,0,IT,63076,IT,55045,2023-01-16 00:00:14,1.3,0.0,0.01,313.51,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,20147,2023-01-16 00:00:14,1.56,0.0,0.01,469.69,2023-01-19 11:45:39,83,0
0,0,IT,63076,IT,15050,2023-01-16 00:00:14,1.35,0.0,0.01,449.88,2023-01-19 11:26:25,83,0
0,0,IT,63076,IT,80128,2023-01-16 00:00:14,0.4,0.0,0.01,232.43,2023-01-20 00:00:14,96,0
1,1,IT,20144,IT,63076,2023-01-16 10:17:54.633,5.0,4.0,0.0,467.45,2023-01-17 00:00:14,14,0
0,0,IT,63076,IT,84024,2023-01-16 00:00:14,1.1,0.0,0.01,278.37,2023-01-20 00:00:14,96,0
0,1,IT,63076,US,76248,2023-01-16 00:00:14,1.07,0.0,0.01,9055.63,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,20090,2023-01-16 00:00:14,1.21,0.0,0.01,468.43,2023-01-19 00:00:14,72,0
0,0,IT,20090,IT,33050,2023-01-16 00:00:14,1.85,0.0,0.01,323.34,2023-01-17 12:53:14,36,0
0,0,IT,63076,IT,80056,2023-01-16 00:00:14,1.27,0.0,0.01,239.29,2023-01-19 12:14:16,84,0
0,0,IT,63076,IT,55051,2023-01-16 00:00:14,0.83,0.0,0.01,299.57,2023-01-19 11:37:23,83,0
1,1,IT,50065,IT,6011,2023-01-16 10:21:49.087,0.5,0.5,0.01,68.86,2023-01-17 00:00:14,14,0
0,0,IT,63076,IT,20129,2023-01-16 00:00:14,1.01,0.0,0.01,465.32,2023-01-19 11:57:38,83,0
1,1,IT,50065,IT,50053,2023-01-16 10:29:08.64,1.7,1.0,0.029971,40.27,2023-01-17 00:00:14,14,0
0,0,IT,63076,IT,37121,2023-01-16 00:00:14,1.3,0.0,0.01,360.62,2023-01-19 00:00:14,72,0
0,1,IT,63076,US,33149,2023-01-16 00:00:14,1.3,0.0,0.01,8403.73,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,9124,2023-01-16 00:00:14,1.41,0.0,0.01,571.44,2023-01-20 00:00:14,96,0
1,1,IT,50065,IT,20121,2023-01-16 10:36:54.837,2.0,1.0,0.038786,259.93,2023-01-17 00:00:14,14,0
0,0,IT,63076,IT,82100,2023-01-16 00:00:14,0.98,0.0,0.01,214.3,2023-01-20 14:00:27,110,0
0,0,IT,63076,IT,50123,2023-01-16 00:00:14,1.05,0.0,0.01,229.92,2023-01-19 11:00:52,83,0
0,0,IT,63076,IT,41034,2023-01-16 00:00:14,1.0,0.0,0.01,294.78,2023-01-19 11:34:14,83,0
3,0,IT,195,IT,63076,2023-01-16 00:00:14,0.29,0.29,0.0,158.53,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,7010,2023-01-16 00:00:14,0.82,0.0,0.01,474.48,2023-01-20 00:00:14,96,0
3,0,IT,187,IT,63076,2023-01-16 00:00:14,0.51,0.51,0.0,158.28,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,141,2023-01-16 00:00:14,0.88,0.0,0.01,153.05,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,20054,2023-01-16 00:00:14,0.35,0.0,0.01,461.45,2023-01-17 11:55:35,35,0
0,0,IT,80121,IT,21049,2023-01-16 00:00:14,1.0,0.0,0.01,692.91,2023-01-17 00:00:14,24,0
1,1,IT,50065,IT,90141,2023-01-16 10:44:09.967,2.2,1.5,0.04131,648.72,2023-01-18 00:00:14,38,0
0,0,IT,63076,IT,10138,2023-01-16 00:00:14,0.92,0.0,0.01,549.3,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,20122,2023-01-16 00:00:14,0.82,0.0,0.01,465.65,2023-01-17 11:25:19,35,0
0,0,IT,63076,IT,20123,2023-01-16 00:00:14,2.25,0.0,0.01,467.01,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,7100,2023-01-16 00:00:14,0.78,0.0,0.01,501.3,2023-01-20 00:00:14,96,0
0,0,IT,63076,IT,146,2023-01-16 00:00:14,1.13,0.0,0.01,162.6,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,20121,2023-01-16 00:00:14,1.2,0.0,0.01,467.06,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,20121,2023-01-16 00:00:14,1.2,0.0,0.01,467.06,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,87100,2023-01-16 00:00:14,1.58,0.0,0.01,452.02,2023-01-20 11:57:20,107,0
0,0,IT,63076,IT,88841,2023-01-16 00:00:14,0.66,0.0,0.01,519.08,2023-01-20 12:18:55,108,0
0,0,IT,63076,IT,187,2023-01-16 00:00:14,2.77,0.0,0.01,158.28,2023-01-19 11:28:04,83,0
0,1,IT,63076,IT,84123,2023-01-16 00:00:14,2.03,0.0,0.01,261.95,2023-01-18 00:00:14,48,0
0,0,IT,63076,IT,28041,2023-01-16 00:00:14,1.77,0.0,0.01,525.56,2023-01-19 11:01:35,83,0
0,1,IT,63076,US,66205,2023-01-16 00:00:14,2.52,0.0,0.01,8406.95,2023-01-19 00:00:14,72,0
0,1,IT,63076,US,33156,2023-01-16 00:00:14,1.49,0.0,0.01,8416.2,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,89900,2023-01-16 00:00:14,1.4,0.0,0.01,509.41,2023-01-18 00:00:14,48,0
0,1,IT,63076,US,93940,2023-01-16 00:00:14,2.52,0.0,0.01,10103.79,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,87062,2023-01-16 00:00:14,1.01,0.0,0.01,462.08,2023-01-20 12:28:05,108,0
0,0,IT,63076,IT,63091,2023-01-16 00:00:14,0.53,0.0,0.01,28.15,2023-01-19 00:00:14,72,0
0,0,IT,80121,IT,197,2023-01-16 00:00:14,1.0,0.0,0.09,190.17,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,16035,2023-01-16 00:00:14,1.45,0.0,0.01,404.12,2023-01-19 11:36:14,83,0
0,0,IT,63076,IT,49,2023-01-16 00:00:14,1.37,0.0,0.01,162.95,2023-01-19 13:54:43,85,0
0,0,IT,63076,IT,20090,2023-01-16 00:00:14,1.02,0.0,0.01,468.43,2023-01-19 00:00:14,72,0
1,1,IT,50065,IT,50123,2023-01-16 10:52:47.87,2.1,1.4,0.028,15.69,2023-01-17 00:00:14,14,0
3,0,IT,137,IT,63076,2023-01-16 00:00:14,0.7,0.7,0.0,146.57,2023-01-19 00:00:14,72,0
1,1,IT,50065,IT,94011,2023-01-16 11:00:46.893,0.3,0.15,0.01,728.79,2023-01-18 00:00:14,37,0
0,0,IT,63076,IT,16121,2023-01-16 00:00:14,1.1,0.0,0.01,427.24,2023-01-19 11:26:14,83,0
0,1,IT,63076,US,89052,2023-01-16 00:00:14,1.3,0.0,0.01,9830.71,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,133,2023-01-16 00:00:14,1.45,0.0,0.01,153.02,2023-01-19 13:04:41,85,0
3,0,IT,80127,IT,63076,2023-01-16 00:00:14,1.6,1.6,0.0,233.77,2023-01-23 00:00:14,168,0
1,1,IT,50065,IT,80121,2023-01-16 11:09:06.62,0.3,0.15,0.01,400.06,2023-01-17 00:00:14,13,0
0,0,IT,63076,IT,80121,2023-01-16 00:00:14,1.07,0.0,0.01,234.53,2023-01-20 00:00:14,96,0
0,0,IT,187,IT,12037,2023-01-16 00:00:14,2.0,0.0,0.01,507.03,2023-01-18 10:58:08,58,0
0,0,IT,20121,IT,80035,2023-01-16 00:00:14,0.58,0.0,0.01,665.53,2023-01-18 00:00:14,48,0
0,0,IT,20121,IT,83051,2023-01-16 00:00:14,1.11,0.0,0.09,699.43,2023-01-18 11:02:41,59,0
0,0,IT,63076,IT,95124,2023-01-16 00:00:14,0.99,0.0,0.01,611.8,2023-01-20 12:20:14,108,0
0,0,IT,63076,IT,161,2023-01-16 00:00:14,1.26,0.0,0.01,156.14,2023-01-19 12:08:32,84,0
0,0,IT,187,IT,16122,2023-01-16 00:00:14,0.5,0.0,0.0,401.0,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,7021,2023-01-16 00:00:14,1.37,0.0,0.01,420.89,2023-01-20 00:00:14,96,0
0,0,IT,20121,IT,25128,2023-01-16 00:00:14,0.74,0.0,0.09,81.44,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,25033,2023-01-16 00:00:14,0.87,0.0,0.01,428.98,2023-01-19 11:00:53,83,0
0,0,IT,50123,IT,90032,2023-01-16 00:00:14,1.32,0.0,0.01,697.07,2023-01-18 13:15:08,61,0
0,0,IT,63076,IT,40026,2023-01-16 00:00:14,1.11,0.0,0.01,234.17,2023-01-19 13:58:07,85,0
0,0,IT,63076,IT,4022,2023-01-16 00:00:14,1.05,0.0,0.01,177.19,2023-01-19 13:42:53,85,0
0,0,IT,187,IT,44021,2023-01-16 00:00:14,0.5,0.0,0.0,327.37,2023-01-17 11:17:36,35,0
0,0,IT,20121,IT,16031,2023-01-16 00:00:14,0.63,0.0,0.01,121.47,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,10154,2023-01-16 00:00:14,1.12,0.0,0.01,546.75,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,80121,2023-01-16 00:00:14,0.74,0.0,0.01,234.53,2023-01-20 14:07:12,110,0
0,1,IT,63076,US,85234,2023-01-16 00:00:14,1.3,0.0,0.01,9889.43,2023-01-19 00:00:14,72,0
0,0,IT,187,IT,67051,2023-01-16 00:00:14,20.0,0.0,0.01,79.55,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,10024,2023-01-16 00:00:14,1.06,0.0,0.01,544.39,2023-01-19 11:24:18,83,0
0,0,IT,63076,IT,41122,2023-01-16 00:00:14,1.19,0.0,0.01,303.06,2023-01-20 12:26:14,108,0
0,0,IT,63076,IT,53,2023-01-16 00:00:14,0.96,0.0,0.01,191.13,2023-01-20 00:00:14,96,0
0,0,IT,63076,IT,20121,2023-01-16 00:00:14,1.05,0.0,0.01,467.06,2023-01-19 00:00:14,72,0
1,1,IT,63811,IT,39033,2023-01-16 11:15:51.72,4.91,2.31,0.28,395.75,2023-01-17 15:40:14,28,0
1,1,IT,63811,IT,90141,2023-01-16 11:15:51.72,16.58,14.86,0.13,569.36,2023-01-18 12:52:14,49,0
1,1,IT,63811,IT,10036,2023-01-16 11:15:51.72,4.12,3.3,0.06,517.29,2023-01-17 12:00:14,25,0
0,0,IT,63076,IT,8040,2023-01-16 00:00:14,1.03,0.0,0.01,473.67,2023-01-20 00:00:14,96,0
0,0,IT,63076,IT,43010,2023-01-16 00:00:14,1.01,0.0,0.01,364.19,2023-01-19 13:10:50,85,0
0,0,IT,63076,IT,39051,2023-01-16 00:00:14,1.1,0.0,0.01,436.0,2023-01-19 00:00:14,72,0
0,0,IT,63076,IT,89013,2023-01-16 00:00:14,0.53,0.0,0.01,529.7,2023-01-20 11:13:16,107,0
0,0,IT,63076,IT,124,2023-01-16 00:00:14,2.3,0.0,0.01,179.09,2023-01-19 11:24:46,83,0
0,0,IT,63076,IT,93100,2023-01-16 00:00:14,1.3,0.0,0.01,604.82,2023-01-20 00:00:14,96,0
0,0,IT,63076,IT,20087,2023-01-16 00:00:14,1.19,0.0,0.01,483.92,2023-01-19 11:45:23,83,0
0,0,IT,50123,IT,15069,2023-01-16 00:00:14,2.15,0.0,0.04,217.99,2023-01-18 00:00:14,48,0
1,1,IT,50065,IT,20121,2023-01-16 11:21:33.293,0.2,0.1,0.03,259.93,2023-01-17 00:00:14,13,0
0,0,IT,63076,IT,84134,2023-01-16 00:00:14,2.03,0.0,0.01,262.0,2023-01-20 11:12:32,107,0
2,0,IT,63811,IT,35122,2023-01-16 11:30:53.987,18.64,16.17,0.18,281.0,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,47033,2023-01-16 11:30:53.987,3.44,2.94,0.03,106.14,2023-01-23 00:00:14,157,0
2,0,IT,63811,IT,22100,2023-01-16 11:30:53.987,4.84,4.08,0.04,464.07,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,12084,2023-01-16 11:30:53.987,4.66,3.84,0.06,488.4,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,137,2023-01-16 11:30:53.987,6.03,5.2,0.06,166.96,2023-01-19 00:00:14,61,0
2,0,IT,63811,IT,187,2023-01-16 11:30:53.987,1.57,1.2,0.02,178.07,2023-01-19 00:00:14,61,0
2,0,IT,63811,IT,20090,2023-01-16 11:30:53.987,14.27,13.4,0.05,437.92,2023-01-19 00:00:14,61,0
2,0,IT,63811,IT,20821,2023-01-16 11:30:53.987,3.02,2.52,0.03,449.77,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,31100,2023-01-16 11:30:53.987,4.26,3.76,0.03,293.88,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,70121,2023-01-16 11:30:53.987,45.97,39.71,0.41,352.87,2023-01-23 00:00:14,157,0
2,0,IT,63811,IT,24122,2023-01-16 11:30:53.987,7.55,6.36,0.08,420.59,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,71100,2023-01-16 11:30:53.987,8.07,6.75,0.09,251.12,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,20121,2023-01-16 11:30:53.987,109.64,96.44,0.98,436.22,2023-01-20 00:00:14,85,0
2,0,IT,63811,IT,37121,2023-01-16 11:30:53.987,17.35,14.46,0.19,325.85,2023-01-23 00:00:14,157,0
2,0,IT,63811,IT,20851,2023-01-16 11:30:53.987,8.58,7.2,0.08,441.19,2023-01-23 00:00:14,157,0
2,0,IT,63811,IT,33170,2023-01-16 11:30:53.987,4.23,3.73,0.03,314.78,2023-01-24 00:00:14,181,0
2,0,IT,63811,IT,40124,2023-01-16 11:30:53.987,61.23,52.74,0.54,234.1,2023-01-23 00:00:14,157,0
2,0,IT,63811,IT,76123,2023-01-16 11:30:53.987,5.32,4.5,0.06,309.64,2023-01-23 00:00:14,157,0
2,0,IT,63811,IT,38035,2023-01-16 11:30:53.987,3.02,2.52,0.03,384.51,2023-01-25 00:00:14,205,0
2,0,IT,63811,IT,4100,2023-01-16 11:30:53.987,2.74,2.24,0.03,207.71,2023-01-19 00:00:14,61,0
0,0,IT,63076,IT,80121,2023-01-16 00:00:14,0.75,0.0,0.01,234.53,2023-01-20 00:00:14,96,0
0,0,IT,63076,IT,96010,2023-01-16 00:00:14,1.19,0.0,0.01,648.08,2023-01-20 11:59:14,107,0
1,1,IT,50065,IT,50127,2023-01-16 11:36:33.403,0.1,0.1,0.01,18.45,2023-01-17 00:00:14,13,0
1,1,IT,50065,IT,50144,2023-01-16 11:43:31.58,0.1,0.1,0.01,17.22,2023-01-17 00:00:14,13,0
0,1,IT,63076,US,92626,2023-01-16 00:00:14,1.62,0.0,0.01,10187.73,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,74015,2023-01-16 00:00:14,1.06,0.0,0.01,381.4,2023-01-19 12:32:14,84,0
3,0,IT,95125,IT,63076,2023-01-16 00:00:14,1.3,1.3,0.0,608.76,2023-01-23 00:00:14,168,0
3,0,IT,35,IT,63076,2023-01-16 00:00:14,1.02,1.02,0.0,135.18,2023-01-23 00:00:14,168,0
0,0,IT,63076,IT,10137,2023-01-16 00:00:14,1.45,0.0,0.01,549.77,2023-01-19 00:00:14,72,0
0,1,IT,63076,IT,9032,2023-01-16 00:00:14,1.48,0.0,0.01,572.09,2023-01-19 00:00:14,72,0
0,0,IT,187,IT,20123,2023-01-16 00:00:14,4.0,0.0,0.04,477.35,2023-01-17 00:00:14,24,0
0,0,IT,20121,IT,61032,2023-01-16 00:00:14,0.33,0.0,0.09,353.19,2023-01-17 00:00:14,24,0
0,0,IT,63076,IT,29121,2023-01-16 00:00:14,1.05,0.0,0.01,407.41,2023-01-19 11:11:52,83,0
0,0,IT,63076,IT,96018,2023-01-16 00:00:14,1.28,0.0,0.01,699.18,2023-01-20 14:00:14,110,0
0,0,IT,63076,IT,40141,2023-01-16 00:00:14,1.33,0.0,0.01,262.37,2023-01-19 00:00:14,72,0
0,0,IT,187,IT,25121,2023-01-16 00:00:14,2.0,0.0,0.01,443.35,2023-01-18 12:43:20,60,0
